,rating,title,user
546,4,"Fate, Time, and Language: An Essay on Free Will",36672902
547,4,The Legacy of David Foster Wallace,36672902
548,5,Understanding David Foster Wallace,36672902
549,3,Although of Course You End Up Becoming Yourself: A Road Trip with David Foster Wallace,36672902
550,4,Pulphead,36672902
551,4,How to Be Alone,36672902
552,4,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",36672902
553,4,Both Flesh and Not: Essays,36672902
554,4,Girl with Curious Hair,36672902
555,5,Oblivion,36672902
556,5,The Pale King,36672902
557,4,Underworld,36672902
558,4,David Foster Wallace's Infinite Jest: A Reader's Guide,36672902
559,3,Elegant Complexity: A Study of David Foster Wallace's Infinite Jest,36672902
560,4,Farther Away,36672902
561,4,Conversations with David Foster Wallace,36672902
562,3,Lost in the Funhouse,36672902
563,3,Every Love Story Is a Ghost Story: A Life of David Foster Wallace,36672902
564,5,The Lost Scrapbook,36672902
565,5,A Naked Singularity,36672902
566,5,The Gold Bug Variations,36672902
567,5,You Bright and Risen Angels,36672902
568,4,The Broom of the System,36672902
569,5,Brief Interviews with Hideous Men,36672902
570,5,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,36672902
571,5,Consider the Lobster and Other Essays,36672902
572,5,Infinite Jest,36672902
0,0,Iron Gold,60428384
1,5,The Core,60428384
2,4,The Skull Throne,60428384
3,4,Beyond the Shadows,60428384
4,4,The Daylight War,60428384
5,5,Shadow's Edge,60428384
6,4,Firefight,60428384
7,3,Calamity,60428384
8,3,The Shadow of What Was Lost,60428384
9,3,Skysworn,60428384
10,4,The Traveler's Gate Chronicles,60428384
11,2,The Wind-Up Bird Chronicle,60428384
12,4,Of Darkness and Dawn,60428384
13,4,City of Light,60428384
14,4,The Crimson Vault,60428384
15,4,Of Dawn and Darkness,60428384
16,3,Children of Time,60428384
17,3,The Star Diaries: Further Reminiscences of Ijon Tichy,60428384
18,4,The Shadow of the Wind,60428384
19,3,House of Blades,60428384
20,4,Of Shadow and Sea,60428384
21,4,Of Sea and Shadow,60428384
22,3,The Stone Sky,60428384
23,4,The Obelisk Gate,60428384
24,3,The Desert Spear,60428384
25,4,Blackflame,60428384
26,4,Soulsmith,60428384
27,4,Unsouled,60428384
28,3,Last Argument of Kings,60428384
29,4,Before They Are Hanged,60428384
30,3,The Golden Compass,60428384
31,2,Bridge to Terabithia,60428384
32,4,The Republic of Thieves,60428384
33,4,Red Seas Under Red Skies,60428384
34,4,Legend,60428384
35,3,The Color of Magic,60428384
36,3,Howl's Moving Castle,60428384
37,5,Morning Star,60428384
38,5,Golden Son,60428384
39,2,Dombey and Son,60428384
40,3,A Farewell to Arms,60428384
41,2,The Piano Lesson,60428384
42,2,Their Eyes Were Watching God,60428384
43,3,I Had a Hammer: The Hank Aaron Story,60428384
44,3,The One Minute Manager Meets the Monkey,60428384
45,3,The One Minute Manager,60428384
46,3,Switch: How to Change Things When Change Is Hard,60428384
47,3,Drive: The Surprising Truth About What Motivates Us,60428384
48,4,The Fifth Season,60428384
49,4,Holes,60428384
50,4,The Emperor's Soul,60428384
51,3,The Rithmatist,60428384
52,4,Steelheart,60428384
53,3,Hatchet,60428384
54,4,The Way of Shadows,60428384
55,4,The Warded Man,60428384
56,4,Blood Song,60428384
57,5,The Lord of the Rings,60428384
58,3,Twenty Thousand Leagues Under the Sea,60428384
59,3,The Restaurant at the End of the Universe,60428384
60,4,The Great Dune Trilogy,60428384
61,5,Wool Omnibus,60428384
62,3,Animal Farm,60428384
63,3,The Foundation Trilogy,60428384
64,3,Journey to the Center of the Earth,60428384
65,3,Around the World in Eighty Days,60428384
66,4,Tigana,60428384
67,2,Jonathan Strange & Mr Norrell,60428384
68,3,Assassin's Apprentice,60428384
69,4,Leviathan Wakes,60428384
70,5,Red Rising,60428384
71,4,Blindsight,60428384
72,3,Revenant Syndrome,60428384
73,3,The Phoenix Conspiracy,60428384
74,4,The Sundered,60428384
75,2,Illumini,60428384
76,4,The Time Traders,60428384
77,4,Vs. Reality,60428384
78,4,Relapse,60428384
79,3,A World Out of Time,60428384
80,4,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",60428384
81,4,Spinward Fringe Broadcast 2: Awakening,60428384
82,4,Origins,60428384
83,3,Never Let Me Go,60428384
84,5,Wool,60428384
85,4,The Plagiarist,60428384
86,2,The End: A Postapocalyptic Novel,60428384
87,4,Pandora's Star,60428384
88,3,The Skull,60428384
89,4,Imperial Earth,60428384
90,2,The Soulkeepers,60428384
91,4,Venom,60428384
92,4,Kingmaker,60428384
93,4,Human Legacy Project,60428384
94,5,Farmer One,60428384
95,4,The Epoch Index,60428384
96,4,Containment,60428384
97,4,Brainbox,60428384
98,3,Anansi Island,60428384
99,5,The Lies of Locke Lamora,60428384
100,4,The Blade Itself,60428384
101,3,Abhorsen,60428384
102,3,Lirael,60428384
103,3,Sabriel,60428384
104,3,Gardens of the Moon,60428384
105,3,Shards of Honour,60428384
106,4,Ready Player One,60428384
107,3,Ancillary Justice,60428384
108,3,Watership Down,60428384
109,3,The Little Prince,60428384
110,3,Treasure Island,60428384
111,4,The Three Musketeers,60428384
112,4,The Outsiders,60428384
113,2,Catch-22,60428384
114,3,The Hunger Games,60428384
115,4,Galactic Patrol,60428384
116,5,The Door Into Summer,60428384
117,4,Revelation Space,60428384
118,3,"The Diamond Age: Or, A Young Lady's Illustrated Primer",60428384
119,3,The Reality Dysfunction,60428384
120,4,Time Enough for Love,60428384
121,3,The Martian Chronicles,60428384
122,5,The Martian,60428384
123,3,The Guns of Avalon,60428384
124,2,The Gap Into Conflict: The Real Story,60428384
125,3,The Hobbit,60428384
126,2,The Gunslinger,60428384
127,3,The Handmaid's Tale,60428384
128,4,A Clockwork Orange,60428384
129,5,A Wrinkle in Time,60428384
130,4,Solaris,60428384
131,4,The Left Hand of Darkness,60428384
132,4,The Sirens of Titan,60428384
133,4,Cat's Cradle,60428384
134,4,Slaughterhouse-Five,60428384
135,4,The Moon is a Harsh Mistress,60428384
136,3,The Time Machine,60428384
137,3,Lucifer's Hammer,60428384
138,3,The Mote in God's Eye,60428384
139,5,The Songs Of Distant Earth,60428384
140,4,The City and the Stars,60428384
141,4,Altered Carbon,60428384
142,4,Snow Crash,60428384
143,5,Jurassic Park,60428384
144,4,Starship Troopers,60428384
145,5,Stranger in a Strange Land,60428384
146,4,The Man in the High Castle,60428384
147,5,Do Androids Dream of Electric Sheep?,60428384
148,4,Use of Weapons,60428384
149,5,The Player of Games,60428384
150,5,Old Man's War,60428384
151,5,The Windup Girl,60428384
152,4,Daemon,60428384
153,3,The First Discworld Novels the Colour of Magic and the Light Fantastic,60428384
154,2,American Gods,60428384
155,4,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",60428384
156,5,The Wise Man's Fear,60428384
157,5,The Name of the Wind,60428384
158,4,The Final Empire,60428384
159,5,Words of Radiance,60428384
160,5,The Way of Kings,60428384
161,4,Elantris,60428384
162,4,Ringworld,60428384
163,3,Red Mars,60428384
164,1,Anathem,60428384
165,1,The Claw of the Conciliator,60428384
166,1,The Shadow of the Torturer,60428384
167,3,Timescape,60428384
168,3,Spin,60428384
169,4,The Forever War,60428384
170,4,Consider Phlebas,60428384
171,4,Neuromancer,60428384
172,4,A Fire Upon the Deep,60428384
173,3,Lord Foul's Bane,60428384
174,3,The Caves of Steel,60428384
175,4,"I, Robot",60428384
176,3,The Hitchhiker's Guide to the Galaxy,60428384
177,4,2001: A Space Odyssey,60428384
178,5,Childhood's End,60428384
179,5,Rendezvous with Rama,60428384
180,5,The Stars My Destination,60428384
181,4,The Book of Dreams,60428384
182,4,The Face,60428384
183,4,The Palace of Love,60428384
184,4,The Killing Machine,60428384
185,4,The Star King,60428384
186,4,Brave New World / Brave New World Revisited,60428384
187,4,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,60428384
188,3,The Fabulous Riverboat,60428384
189,4,To Your Scattered Bodies Go,60428384
190,4,More Than Human,60428384
191,4,The Demolished Man,60428384
192,3,The Dispossessed,60428384
193,3,Stand on Zanzibar,60428384
194,3,The Gods Themselves,60428384
195,4,The Fountains of Paradise,60428384
196,4,Gateway,60428384
197,4,A Wizard of Earthsea,60428384
198,4,Nine Princes in Amber,60428384
199,2,The Pearl,60428384
200,2,Uncle Tom's Cabin,60428384
201,3,Othello,60428384
202,2,Great Expectations,60428384
203,3,A Midsummer Night's Dream,60428384
204,2,Romeo and Juliet,60428384
205,4,Brave New World,60428384
206,3,Second Foundation,60428384
207,3,Foundation and Empire,60428384
208,3,Foundation,60428384
209,3,The Diary of a Young Girl,60428384
210,4,Night,60428384
211,4,Of Mice and Men,60428384
212,3,The Grapes of Wrath,60428384
213,2,Little House on the Prairie,60428384
214,3,Alice in Wonderland,60428384
215,3,The Call of the Wild,60428384
216,3,The Odyssey,60428384
217,4,The Strange Case of Dr. Jekyll and Mr. Hyde,60428384
218,4,Into Thin Air: A Personal Account of the Mount Everest Disaster,60428384
219,3,Into the Wild,60428384
220,4,Heart of Darkness,60428384
221,4,To Kill a Mockingbird,60428384
222,2,The Great Gatsby,60428384
223,3,The Eternity Code,60428384
224,4,The Arctic Incident,60428384
225,4,Artemis Fowl,60428384
226,3,The Bad Beginning,60428384
227,3,The Adventures of Huckleberry Finn,60428384
228,5,The Return of the King,60428384
229,5,The Two Towers,60428384
230,5,The Fellowship of the Ring,60428384
231,3,Lord of the Flies,60428384
232,2,The Scarlet Letter,60428384
233,2,The Catcher in the Rye,60428384
234,3,Fahrenheit 451,60428384
235,4,Animal Farm / 1984,60428384
236,4,1984,60428384
237,3,The Old Man and the Sea,60428384
238,3,The Sun Also Rises,60428384
239,4,Flowers for Algernon,60428384
240,5,The Giver,60428384
241,5,Dracula,60428384
242,3,Harry Potter and the Half-Blood Prince,60428384
243,3,Harry Potter and the Order of the Phoenix,60428384
244,4,Harry Potter and the Goblet of Fire,60428384
245,3,Harry Potter and the Prisoner of Azkaban,60428384
246,4,Harry Potter and the Chamber of Secrets,60428384
247,4,Harry Potter and the Sorcerer's Stone,60428384
248,3,A Clash of Kings,60428384
249,3,A Game of Thrones,60428384
250,3,Knife of Dreams,60428384
251,3,Crossroads of Twilight,60428384
252,3,Winter's Heart,60428384
253,3,The Path of Daggers,60428384
254,3,A Crown of Swords,60428384
255,3,Lord of Chaos,60428384
256,3,The Fires of Heaven,60428384
257,3,The Shadow Rising,60428384
258,4,The Dragon Reborn,60428384
259,4,The Great Hunt,60428384
260,4,The Eye of the World,60428384
261,3,Blood of the Fold,60428384
262,3,Stone of Tears,60428384
263,4,Wizard's First Rule,60428384
264,4,Dragonlance Chronicles,60428384
265,3,Ubik,60428384
266,4,The Fall of Hyperion,60428384
267,5,Hyperion,60428384
268,4,The Da Vinci Code,60428384
269,4,Ender's Shadow,60428384
270,3,Xenocide,60428384
271,5,Speaker for the Dead,60428384
272,5,Ender's Game,60428384
273,3,The Battle of Corrin,60428384
274,3,The Machine Crusade,60428384
275,4,The Butlerian Jihad,60428384
276,3,House Corrino,60428384
277,3,House Harkonnen,60428384
278,3,House Atreides,60428384
279,4,Chapterhouse: Dune,60428384
280,4,Heretics of Dune,60428384
281,3,God Emperor of Dune,60428384
282,3,Children of Dune,60428384
283,5,Dune Messiah,60428384
284,5,Dune,60428384
0,5,"Promise Me, Dad: A Year of Hope, Hardship, and Purpose",38345131
1,4,"The Rough Guide to Cape Town, The Winelands & The Garden Route",38345131
2,3,"Dinosaurs, Diamonds and Democracy: A Short, Short History of South Africa",38345131
3,3,A Thousand Naked Strangers: A Paramedic's Wild Ride to the Edge and Back,38345131
4,0,Picking Cotton: Our Memoir of Injustice and Redemption,38345131
5,0,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,38345131
6,5,The Nix,38345131
7,5,We Should All Be Feminists,38345131
8,0,A Doll's House,38345131
9,5,Americanah,38345131
10,4,Hamilton: The Revolution,38345131
11,4,Dreamland: The True Tale of America's Opiate Epidemic,38345131
12,5,We Gon' Be Alright: Notes on Race and Resegregation,38345131
13,4,A Mother's Reckoning: Living in the Aftermath of Tragedy,38345131
14,0,The Little Prince,38345131
15,0,I Know Why the Caged Bird Sings,38345131
16,0,Night,38345131
17,0,Gulliver's Travels,38345131
18,0,One Day in the Life of Ivan Denisovich,38345131
19,0,All Quiet on the Western Front,38345131
20,0,Animal Farm,38345131
21,0,Siddhartha,38345131
22,0,Like Water for Chocolate,38345131
23,0,Wuthering Heights,38345131
24,0,Things Fall Apart,38345131
25,0,The Joy Luck Club,38345131
26,0,Uncle Tom's Cabin,38345131
27,0,As I Lay Dying,38345131
28,0,Fahrenheit 451,38345131
29,0,Brave New World / Brave New World Revisited,38345131
30,5,A Man Called Ove,38345131
31,4,Strangers in Their Own Land: Anger and Mourning on the American Right,38345131
32,4,Born a Crime: Stories From a South African Childhood,38345131
33,4,The Girls,38345131
34,4,The Namesake,38345131
35,3,Go Set a Watchman,38345131
36,5,Milk and Honey,38345131
37,4,The Selfish Gene,38345131
38,4,"Friday Night Lights: A Town, a Team, and a Dream",38345131
39,4,Steve Jobs,38345131
40,5,Missoula: Rape and the Justice System in a College Town,38345131
41,3,Bonk: The Curious Coupling of Science and Sex,38345131
42,4,Another Brooklyn,38345131
43,4,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,38345131
44,4,Persepolis: The Story of a Childhood,38345131
45,4,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,38345131
46,5,The Story of the Lost Child,38345131
47,4,Those Who Leave and Those Who Stay,38345131
48,5,The Story of a New Name,38345131
49,4,My Brilliant Friend,38345131
50,4,All the Light We Cannot See,38345131
51,5,Between the World and Me,38345131
52,4,Why Not Me?,38345131
53,4,The Girl with the Lower Back Tattoo,38345131
54,3,"Harry Potter and the Cursed Child, Parts 1 & 2",38345131
55,5,When Breath Becomes Air,38345131
56,5,27 Views of Chapel Hill,38345131
57,4,"Duke Sucks: A Completely Evenhanded, Unbiased Investigation into the Most Evil Team on Planet Earth",38345131
58,4,The Carolina Way: Leadership Lessons from a Life in Coaching,38345131
59,4,Packing for Mars: The Curious Science of Life in the Void,38345131
60,4,The Opposite of Loneliness: Essays and Stories,38345131
61,5,Being Mortal: Medicine and What Matters in the End,38345131
62,4,Modern Romance,38345131
63,4,To Hate Like This Is to Be Happy Forever,38345131
64,4,Let's Explore Diabetes with Owls,38345131
65,3,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,38345131
66,4,Blue Blood: Duke-Carolina: Inside the Most Storied Rivalry in College Hoops,38345131
67,5,To Kill a Mockingbird,38345131
68,3,Inferno,38345131
69,4,Number the Stars,38345131
70,5,Harry Potter and the Order of the Phoenix,38345131
71,5,Harry Potter and the Chamber of Secrets,38345131
72,5,Harry Potter and the Half-Blood Prince,38345131
73,5,Harry Potter and the Goblet of Fire,38345131
74,5,Harry Potter and the Deathly Hallows,38345131
75,5,Harry Potter and the Prisoner of Azkaban,38345131
76,4,My Sister's Keeper,38345131
77,4,Lord of the Flies,38345131
78,4,Of Mice and Men,38345131
79,5,Harry Potter and the Sorcerer's Stone,38345131
80,4,The Immortal Life of Henrietta Lacks,38345131
81,4,The Girl with the Dragon Tattoo,38345131
82,4,The Hobbit,38345131
83,5,The Time Traveler's Wife,38345131
84,4,One Day,38345131
85,5,Pride and Prejudice,38345131
86,3,Mockingjay,38345131
87,4,Catching Fire,38345131
88,3,Their Eyes Were Watching God,38345131
89,4,Jane Eyre,38345131
90,3,The Scarlet Letter,38345131
91,4,The Awakening,38345131
92,4,The Great Gatsby,38345131
93,5,The Giver,38345131
94,5,1984,38345131
95,5,Extremely Loud and Incredibly Close,38345131
96,5,Everything Is Illuminated,38345131
97,4,Is Everyone Hanging Out Without Me?,38345131
98,5,Bossypants,38345131
99,4,The Perks of Being a Wallflower,38345131
100,5,The Outsiders,38345131
101,4,The Kite Runner,38345131
102,5,A Thousand Splendid Suns,38345131
103,4,When You Are Engulfed in Flames,38345131
104,4,The Handmaid's Tale,38345131
105,4,The Omnivore's Dilemma: A Natural History of Four Meals,38345131
106,4,The Sisterhood of the Traveling Pants,38345131
107,4,The Fault in Our Stars,38345131
108,5,A Walk in the Woods,38345131
109,4,Into the Wild,38345131
110,3,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite",38345131
111,4,Stiff: The Curious Lives of Human Cadavers,38345131
112,3,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",38345131
113,4,The Opposite of Loneliness: Essays and Stories,38345131
114,3,Yes Please,38345131
0,0,"The Complete Jessica Darling Series: Sloppy Firsts, Second Helpings, Charmed Thirds, Fourth Comings, Perfect Fifths",60946317
1,5,The Guernsey Literary and Potato Peel Pie Society,60946317
2,4,Big Little Lies,60946317
3,3,Bad Dreams and Other Stories,60946317
4,4,Roller Girl,60946317
5,4,Ghosts,60946317
6,4,The Magician King,60946317
7,2,The Magicians,60946317
8,0,You'll Grow Out of It,60946317
9,3,Dragon Teeth,60946317
10,4,The Hogwarts Library Collection,60946317
11,5,This is How It Always Is,60946317
12,4,The Clothing of Books,60946317
13,4,The Enchantress Returns,60946317
14,4,Lottery,60946317
15,5,The World to Come,60946317
16,4,Son,60946317
17,3,The Nanny Diaries,60946317
18,4,Dark Places,60946317
19,4,Inferno,60946317
20,4,The Mouse and the Motorcycle,60946317
21,4,"Horten's Miraculous Mechanisms: Magic, Mystery,  a Very Strange Adventure",60946317
22,3,Comeback: A Mother and Daughter's Journey Through Hell and Back,60946317
23,5,Heft,60946317
24,4,Paper Towns,60946317
25,4,Counting by 7s,60946317
26,5,Lab Girl,60946317
27,4,Standing for Socks,60946317
28,4,The Wishing Spell,60946317
29,4,Playing for Pizza,60946317
30,4,1Q84,60946317
31,4,"Friday Night Lights: A Town, a Team, and a Dream",60946317
32,5,Open,60946317
33,3,As I Lay Dying,60946317
34,4,The Epic of Gilgamesh,60946317
35,5,Pippi Longstocking,60946317
36,4,City of Ashes,60946317
37,4,The Lost Symbol,60946317
38,4,Draco Sinister,60946317
39,5,Draco Veritas,60946317
40,4,Draco Dormiens,60946317
41,2,Fifty Shades of Grey,60946317
42,4,One of Our Thursdays Is Missing,60946317
43,3,The Big Over Easy,60946317
44,4,First Among Sequels,60946317
45,1,The Jane Austen Book Club,60946317
46,4,Something Rotten,60946317
47,4,Mr. Penumbra's 24-Hour Bookstore,60946317
48,5,The Westing Game,60946317
49,3,Beowulf,60946317
50,4,Number the Stars,60946317
51,3,The Amazing Adventures of Kavalier & Clay,60946317
52,3,The Pact,60946317
53,4,Catching Fire,60946317
54,4,The Color of Water: A Black Man's Tribute to His White Mother,60946317
55,3,My Name Is Asher Lev,60946317
56,3,A Million Little Pieces,60946317
57,4,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,60946317
58,3,Lord of the Flies,60946317
59,4,Extremely Loud and Incredibly Close,60946317
60,3,The Five People You Meet in Heaven,60946317
61,3,The Girl Who Played with Fire,60946317
62,4,Slumdog Millionaire,60946317
63,4,The Friday Night Knitting Club,60946317
64,3,Sarah's Key,60946317
65,3,The City of Ember,60946317
66,4,The Princess Bride,60946317
67,4,The Memory Keeper's Daughter,60946317
68,3,Eragon,60946317
69,3,City of Bones,60946317
70,4,Charlie and the Chocolate Factory,60946317
71,2,On the Road,60946317
72,1,A Portrait of the Artist as a Young Man,60946317
73,0,1984,60946317
74,5,The View from Saturday,60946317
75,4,The Royal Book of Oz,60946317
76,3,The Castle in the Attic,60946317
77,3,Divine Secrets of the Ya-Ya Sisterhood,60946317
78,4,Homer Price,60946317
79,4,"If You're Reading This, It's Too Late",60946317
80,4,The Name of This Book Is Secret,60946317
81,4,Took: A Ghost Story,60946317
82,3,The Interestings,60946317
83,5,Second Helpings,60946317
84,4,Sloppy Firsts,60946317
85,4,All Other Nights,60946317
86,4,Little Bee,60946317
87,4,Oz. The Marvelous Land of Oz,60946317
88,4,The Yiddish Policemen's Union,60946317
89,4,"The Bedwetter: Stories of Courage, Redemption, and Pee",60946317
90,3,Bridge to Terabithia,60946317
91,4,Animal Farm / 1984,60946317
92,3,A Clockwork Orange,60946317
93,4,Alice in Wonderland,60946317
94,4,A Tree Grows in Brooklyn,60946317
95,0,Where the Sidewalk Ends,60946317
96,4,"The Lion, the Witch and the Wardrobe",60946317
97,3,The Alchemist,60946317
98,4,Fahrenheit 451,60946317
99,4,Alice's Adventures in Wonderland & Through the Looking-Glass,60946317
100,0,Green Eggs and Ham,60946317
101,5,Charlotte's Web,60946317
102,2,The Catcher in the Rye,60946317
103,4,Animal Farm,60946317
104,4,To Kill a Mockingbird,60946317
105,0,The Restaurant at the End of the Universe,60946317
106,3,The Joy Luck Club,60946317
107,4,Matilda,60946317
108,5,Ender's Game,60946317
109,5,The Handmaid's Tale,60946317
110,0,Emperor Mage,60946317
111,4,Wild Magic,60946317
112,3,The Face on the Milk Carton,60946317
113,3,Digital Fortress,60946317
114,4,Maus II: A Survivor's Tale: And Here My Troubles Began,60946317
115,4,Timeline,60946317
116,4,The True Confessions of Charlotte Doyle,60946317
117,5,Naked,60946317
118,4,Stardust,60946317
119,3,She's Come Undone,60946317
120,4,The Reader,60946317
121,5,The Red Tent,60946317
122,4,White Oleander,60946317
123,2,Wicked: The Life and Times of the Wicked Witch of the West,60946317
124,5,Jurassic Park,60946317
125,4,The Virgin Suicides,60946317
126,3,Girl with a Pearl Earring,60946317
127,5,Harry Potter and the Prisoner of Azkaban,60946317
128,4,The Perks of Being a Wallflower,60946317
129,4,The Poisonwood Bible,60946317
130,4,The Giver,60946317
131,3,Memoirs of a Geisha,60946317
132,4,Harry Potter and the Chamber of Secrets,60946317
133,1,The Marriage Plot,60946317
134,3,House Rules,60946317
135,5,A Man Called Ove,60946317
136,4,Defending Jacob,60946317
137,4,"Where'd You Go, Bernadette",60946317
138,5,Wonder,60946317
139,4,The Girl on the Train,60946317
140,4,Allegiant,60946317
141,3,Clockwork Princess,60946317
142,3,Clockwork Prince,60946317
143,4,Ready Player One,60946317
144,4,Gone Girl,60946317
145,4,The Fault in Our Stars,60946317
146,4,The Lightning Thief,60946317
147,4,Middlesex,60946317
148,4,The Secret Life of Bees,60946317
149,5,The Lovely Bones,60946317
150,4,The Da Vinci Code,60946317
151,4,Life of Pi,60946317
152,3,The Girl with the Dragon Tattoo,60946317
153,1,Twilight,60946317
154,4,The Help,60946317
155,5,Harry Potter and the Half-Blood Prince,60946317
156,5,Harry Potter and the Goblet of Fire,60946317
157,5,Harry Potter and the Order of the Phoenix,60946317
158,4,The Kite Runner,60946317
159,4,The Book Thief,60946317
160,5,The Time Traveler's Wife,60946317
161,5,Harry Potter and the Deathly Hallows,60946317
162,4,"Harry Potter and the Cursed Child, Parts 1 & 2",60946317
163,4,Let's Explore Diabetes with Owls,60946317
164,0,The Chronicles of Narnia,60946317
165,4,Holes,60946317
166,4,The Sisterhood of the Traveling Pants,60946317
167,4,The Invention of Hugo Cabret,60946317
168,0,Cat's Cradle,60946317
169,4,The Curious Incident of the Dog in the Night-Time,60946317
170,3,The Tale of Despereaux,60946317
171,4,The Great Gatsby,60946317
172,0,Death and the Penguin,60946317
173,5,The Night Circus,60946317
174,4,The Martian,60946317
175,4,George,60946317
176,2,The Corrections,60946317
177,4,Joheved,60946317
178,4,"Busting Vegas: A True Story of Monumental Excess, Sex, Love, Violence, and Beating the Odds",60946317
179,3,The Fourth Bear,60946317
180,5,Lost in a Good Book,60946317
181,5,The Eyre Affair,60946317
182,5,Room,60946317
183,5,The Pushcart War,60946317
184,5,The Twenty-One Balloons,60946317
185,5,Harriet the Spy,60946317
186,5,The Phantom Tollbooth,60946317
187,5,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,60946317
188,3,"One Summer: America, 1927",60946317
189,4,Twenty Thousand Leagues Under the Sea,60946317
190,4,The Andromeda Strain,60946317
191,5,The Ultimate Hitchhiker's Guide to the Galaxy,60946317
192,5,Ender's Shadow,60946317
193,4,Insurgent,60946317
194,4,Xenocide,60946317
195,3,The Maze Runner,60946317
196,5,A Wrinkle in Time,60946317
197,4,Divergent,60946317
198,4,Slaughterhouse-Five,60946317
199,4,Mockingjay,60946317
200,5,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,60946317
201,4,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",60946317
202,3,"Lean In: Women, Work, and the Will to Lead",60946317
203,3,Bonk: The Curious Coupling of Science and Sex,60946317
204,4,Stiff: The Curious Lives of Human Cadavers,60946317
205,5,Look Me in the Eye: My Life with Asperger's,60946317
206,4,Neil Patrick Harris: Choose Your Own Autobiography,60946317
207,4,Sh*t My Dad Says,60946317
208,5,The Hitchhiker's Guide to the Galaxy,60946317
209,4,Maus I: A Survivor's Tale: My Father Bleeds History,60946317
210,3,Orange Is the New Black,60946317
211,5,Running with Scissors,60946317
212,4,Tuesdays with Morrie,60946317
213,3,Is Everyone Hanging Out Without Me?,60946317
214,4,"Eat, Pray, Love",60946317
215,4,Yes Please,60946317
216,4,The Plant That Ate Dirty Socks,60946317
217,3,What She Saw...,60946317
218,3,Outlander,60946317
219,5,The Art of Racing in the Rain,60946317
220,5,Mrs. Piggle-Wiggle,60946317
221,4,My Teacher Is an Alien,60946317
222,5,Americanah,60946317
223,4,The Namesake,60946317
224,4,Everything Is Illuminated,60946317
225,4,Half of a Yellow Sun,60946317
226,4,The White Tiger,60946317
227,4,Water for Elephants,60946317
228,5,The Eleventh Hour,60946317
229,4,The Return of the Indian,60946317
230,4,Sideways Stories from Wayside School,60946317
231,4,Before Green Gables,60946317
232,3,Ella Enchanted,60946317
233,4,The Wonderful Wizard of Oz,60946317
234,5,A Wind in the Door,60946317
235,5,Half Magic,60946317
236,5,The Magician's Nephew,60946317
237,3,The Lost Hero,60946317
238,4,Clockwork Angel,60946317
239,5,The Immortal Life of Henrietta Lacks,60946317
240,4,The Hunger Games,60946317
241,4,The Hobbit,60946317
242,5,Harry Potter and the Sorcerer's Stone,60946317
243,4,The Goldfinch,60946317
244,5,Bee Season,60946317
0,5,The Fellowship of the Ring,58736911
1,5,When Likes Aren't Enough: A Crash Course in the Science of Happiness,58736911
2,2,Dungeon Born,58736911
3,4,Welcome to Night Vale,58736911
4,3,It Devours!,58736911
5,3,Norse Mythology,58736911
6,5,Oathbringer,58736911
7,4,The Ocean at the End of the Lane,58736911
8,4,Reaper Man,58736911
9,5,Arcanum Unbounded: The Cosmere Collection,58736911
10,4,First Lord's Fury,58736911
11,5,Captain's Fury,58736911
12,5,Cursor's Fury,58736911
13,4,Princeps' Fury,58736911
14,4,Academ's Fury,58736911
15,3,A Scanner Darkly,58736911
16,5,Cold Days,58736911
17,3,Furies of Calderon,58736911
18,3,Elantris,58736911
19,4,Eric,58736911
20,5,Guards! Guards!,58736911
21,5,Pyramids,58736911
22,3,Wyrd Sisters,58736911
23,4,Trigger Warning: Short Fictions and Disturbances,58736911
24,4,Anansi Boys,58736911
25,4,Smoke and Mirrors: Short Fiction and Illusions,58736911
26,3,Side Jobs: Stories from the Dresden Files,58736911
27,4,Ghost Story,58736911
28,5,Skin Game,58736911
29,5,Small Favor,58736911
30,5,Turn Coat,58736911
31,3,White Night,58736911
32,5,Changes,58736911
33,4,Sourcery,58736911
34,5,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",58736911
35,5,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,58736911
36,5,Dead Beat,58736911
37,4,Proven Guilty,58736911
38,3,Blood Rites,58736911
39,5,Death Masks,58736911
40,3,Summer Knight,58736911
41,5,Stories of Your Life and Others,58736911
42,5,The Jaunt. Travel,58736911
43,5,Mort,58736911
44,4,Equal Rites,58736911
45,3,The Light Fantastic,58736911
46,4,The Color of Magic,58736911
47,3,Warbreaker,58736911
